account_id,steward,dq_issue_status
ACC002379,Data Steward B,In Review
ACC002380,Data Steward C,In Review
ACC002381,Data Steward A,Open
ACC002382,Data Steward C,In Review
ACC002383,Data Steward B,In Review
ACC002384,Data Steward C,Resolved
ACC002385,Data Steward C,Resolved
ACC002386,Data Steward C,Open
ACC002387,Data Steward B,In Review
ACC002388,Data Steward A,Open
ACC002389,Data Steward B,Resolved
ACC002390,Data Steward C,In Review
ACC002391,Data Steward C,In Review
ACC002392,Data Steward A,Resolved
ACC002393,Data Steward B,Resolved
ACC002394,Data Steward A,In Review
ACC002395,Data Steward C,In Review
ACC002396,Data Steward B,In Review
ACC002397,Data Steward A,In Review
ACC002398,Data Steward C,In Review
ACC002399,Data Steward C,Open
ACC002400,Data Steward B,Open
ACC002401,Data Steward C,Open
ACC002402,Data Steward C,Open
ACC002403,Data Steward C,In Review
ACC002404,Data Steward A,Resolved
ACC002405,Data Steward C,In Review
ACC002406,Data Steward C,Resolved
ACC002407,Data Steward B,Resolved
ACC002408,Data Steward B,In Review
ACC002409,Data Steward A,Open
ACC002410,Data Steward B,Resolved
ACC002411,Data Steward A,In Review
ACC002412,Data Steward C,In Review
ACC002413,Data Steward C,In Review
ACC002414,Data Steward C,Open
ACC002415,Data Steward C,Resolved
ACC002416,Data Steward B,Resolved
ACC002417,Data Steward B,In Review
ACC002418,Data Steward A,In Review
ACC002419,Data Steward C,Open
ACC002420,Data Steward A,Resolved
ACC002421,Data Steward B,Open
ACC002422,Data Steward C,Open
ACC002423,Data Steward A,Open
ACC002424,Data Steward A,Resolved
ACC002425,Data Steward B,Open
ACC002426,Data Steward B,Open
ACC002427,Data Steward A,Resolved
ACC002428,Data Steward C,In Review
ACC002429,Data Steward A,In Review
ACC002430,Data Steward B,Open
ACC002431,Data Steward B,In Review
ACC002432,Data Steward B,In Review
ACC002433,Data Steward C,In Review
ACC002434,Data Steward B,Resolved
ACC002435,Data Steward A,Resolved
ACC002436,Data Steward B,In Review
ACC002437,Data Steward A,In Review
ACC002438,Data Steward C,Resolved
ACC002439,Data Steward B,Resolved
ACC002440,Data Steward A,Resolved
ACC002441,Data Steward B,In Review
ACC002442,Data Steward B,Resolved
ACC002443,Data Steward B,Open
ACC002444,Data Steward A,Resolved
ACC002445,Data Steward C,Open
ACC002446,Data Steward C,Resolved
ACC002447,Data Steward A,In Review
ACC002448,Data Steward B,In Review
ACC002449,Data Steward A,Open
ACC002450,Data Steward A,Open
ACC002451,Data Steward A,In Review
ACC002452,Data Steward C,In Review
ACC002453,Data Steward B,In Review
ACC002454,Data Steward A,Resolved
ACC002455,Data Steward C,In Review
ACC002456,Data Steward A,Resolved
ACC002457,Data Steward A,In Review
ACC002458,Data Steward A,In Review
ACC002459,Data Steward C,Open
ACC002460,Data Steward B,Resolved
ACC002461,Data Steward C,Resolved
ACC002462,Data Steward B,Open
ACC002463,Data Steward B,In Review
ACC002464,Data Steward C,Open
ACC002465,Data Steward A,Open
ACC002466,Data Steward B,Resolved
ACC002467,Data Steward B,Resolved
ACC002468,Data Steward C,Resolved
ACC002469,Data Steward C,Resolved
ACC002470,Data Steward C,Resolved
ACC002471,Data Steward C,Open
ACC002472,Data Steward A,Open
ACC002473,Data Steward C,Open
ACC002474,Data Steward C,In Review
ACC002475,Data Steward B,Resolved
ACC002476,Data Steward A,Open
ACC002477,Data Steward A,Open
ACC002478,Data Steward B,In Review
ACC002479,Data Steward B,In Review
ACC002480,Data Steward B,Open
ACC002481,Data Steward A,Resolved
ACC002482,Data Steward C,In Review
ACC002483,Data Steward B,In Review
ACC002484,Data Steward C,Resolved
ACC002485,Data Steward A,Open
ACC002486,Data Steward A,Open
ACC002487,Data Steward B,In Review
ACC002488,Data Steward B,Open
ACC002489,Data Steward A,Resolved
ACC002490,Data Steward C,Open
ACC002491,Data Steward A,Resolved
ACC002492,Data Steward B,Open
ACC002493,Data Steward A,Open
ACC002494,Data Steward B,Resolved
ACC002495,Data Steward A,Resolved
ACC002496,Data Steward B,Open
ACC002497,Data Steward C,Resolved
ACC002498,Data Steward A,Resolved
ACC002499,Data Steward C,Open
ACC002500,Data Steward A,Resolved
ACC002501,Data Steward A,Resolved
ACC002502,Data Steward A,Resolved
ACC002503,Data Steward C,In Review
ACC002504,Data Steward B,Open
ACC002505,Data Steward A,Resolved
ACC002506,Data Steward C,Resolved
ACC002507,Data Steward A,Open
ACC002508,Data Steward A,In Review
ACC002509,Data Steward B,Resolved
ACC002510,Data Steward A,Open
ACC002511,Data Steward A,Open
ACC002512,Data Steward B,In Review
ACC002513,Data Steward A,Resolved
ACC002514,Data Steward B,In Review
ACC002515,Data Steward B,Resolved
ACC002516,Data Steward A,In Review
ACC002517,Data Steward A,Resolved
ACC002518,Data Steward C,Open
ACC002519,Data Steward B,Open
ACC002520,Data Steward B,Resolved
ACC002521,Data Steward B,In Review
ACC002522,Data Steward A,Open
ACC002523,Data Steward C,In Review
ACC002524,Data Steward B,Resolved
ACC002525,Data Steward A,Open
ACC002526,Data Steward A,Resolved
ACC002527,Data Steward A,Resolved
ACC002528,Data Steward B,Resolved
ACC002529,Data Steward C,In Review
ACC002530,Data Steward A,Resolved
ACC002531,Data Steward B,Resolved
ACC002532,Data Steward B,Resolved
ACC002533,Data Steward C,In Review
ACC002534,Data Steward C,In Review
ACC002535,Data Steward A,Resolved
ACC002536,Data Steward C,Resolved
ACC002537,Data Steward C,Open
ACC002538,Data Steward A,Open
ACC002539,Data Steward C,In Review
ACC002540,Data Steward A,Open
ACC002541,Data Steward C,Open
ACC002542,Data Steward C,Resolved
ACC002543,Data Steward C,In Review
ACC002544,Data Steward A,Resolved
ACC002545,Data Steward A,In Review
ACC002546,Data Steward A,Open
ACC002547,Data Steward B,Open
ACC002548,Data Steward C,Resolved
ACC002549,Data Steward B,In Review
ACC002550,Data Steward A,Resolved
ACC002551,Data Steward C,In Review
ACC002552,Data Steward C,Open
ACC002553,Data Steward C,Open
ACC002554,Data Steward A,Open
ACC002555,Data Steward C,Resolved
ACC002556,Data Steward C,Open
ACC002557,Data Steward A,Resolved
ACC002558,Data Steward A,Resolved
ACC002559,Data Steward A,In Review
ACC002560,Data Steward A,Open
ACC002561,Data Steward B,Open
ACC002562,Data Steward B,Resolved
ACC002563,Data Steward C,Open
ACC002564,Data Steward C,Open
ACC002565,Data Steward B,Resolved
ACC002566,Data Steward B,Open
ACC002567,Data Steward B,Resolved
ACC002568,Data Steward B,Resolved
ACC002569,Data Steward C,Open
ACC002570,Data Steward C,In Review
ACC002571,Data Steward A,Resolved
ACC002572,Data Steward B,Resolved
ACC002573,Data Steward A,Open
ACC002574,Data Steward C,Resolved
ACC002575,Data Steward A,Resolved
ACC002576,Data Steward C,Resolved
ACC002577,Data Steward B,Resolved
ACC002578,Data Steward B,In Review
ACC002579,Data Steward B,Resolved
ACC002580,Data Steward A,Resolved
ACC002581,Data Steward A,In Review
ACC002582,Data Steward B,Resolved
ACC002583,Data Steward C,In Review
ACC002584,Data Steward C,Open
ACC002585,Data Steward C,Open
ACC002586,Data Steward B,Open
ACC002587,Data Steward C,In Review
ACC002588,Data Steward C,Open
ACC002589,Data Steward A,Open
ACC002590,Data Steward A,Open
ACC002591,Data Steward B,In Review
ACC002592,Data Steward C,Open
ACC002593,Data Steward A,Resolved
ACC002594,Data Steward B,In Review
ACC002595,Data Steward C,Resolved
ACC002596,Data Steward A,Open
ACC002597,Data Steward C,Open
ACC002598,Data Steward B,Resolved
ACC002599,Data Steward A,Resolved
ACC002600,Data Steward B,Open
ACC002601,Data Steward C,Resolved
ACC002602,Data Steward C,Resolved
ACC002603,Data Steward B,Resolved
ACC002604,Data Steward C,In Review
ACC002605,Data Steward C,In Review
ACC002606,Data Steward C,In Review
ACC002607,Data Steward A,Open
ACC002608,Data Steward A,In Review
ACC002609,Data Steward B,In Review
ACC002610,Data Steward C,Open
ACC002611,Data Steward A,In Review
ACC002612,Data Steward A,In Review
ACC002613,Data Steward A,In Review
ACC002614,Data Steward B,Open
ACC002615,Data Steward C,Resolved
ACC002616,Data Steward A,Open
ACC002617,Data Steward C,Open
ACC002618,Data Steward A,Resolved
ACC002619,Data Steward B,Open
ACC002620,Data Steward A,Open
ACC002621,Data Steward A,In Review
ACC002622,Data Steward A,Open
ACC002623,Data Steward B,In Review
ACC002624,Data Steward C,Resolved
ACC002625,Data Steward B,Open
ACC002626,Data Steward B,Open
ACC002627,Data Steward B,In Review
ACC002628,Data Steward C,In Review
ACC002629,Data Steward C,In Review
ACC002630,Data Steward A,In Review
ACC002631,Data Steward C,In Review
ACC002632,Data Steward B,Resolved
ACC002633,Data Steward C,Resolved
ACC002634,Data Steward C,Resolved
ACC002635,Data Steward B,Open
ACC002636,Data Steward B,Resolved
ACC002637,Data Steward C,In Review
ACC002638,Data Steward C,In Review
ACC002639,Data Steward B,Open
ACC002640,Data Steward C,Resolved
ACC002641,Data Steward B,In Review
ACC002642,Data Steward A,Open
ACC002643,Data Steward B,Resolved
ACC002644,Data Steward A,In Review
ACC002645,Data Steward B,Resolved
ACC002646,Data Steward B,In Review
ACC002647,Data Steward B,Open
ACC002648,Data Steward C,Resolved
ACC002649,Data Steward B,Open
ACC002650,Data Steward A,Open
ACC002651,Data Steward C,Resolved
ACC002652,Data Steward A,In Review
ACC002653,Data Steward C,Resolved
ACC002654,Data Steward C,Open
ACC002655,Data Steward B,In Review
ACC002656,Data Steward C,Resolved
ACC002657,Data Steward C,Open
ACC002658,Data Steward A,Resolved
ACC002659,Data Steward B,Resolved
ACC002660,Data Steward A,Open
ACC002661,Data Steward C,In Review
ACC002662,Data Steward A,In Review
ACC002663,Data Steward C,In Review
ACC002664,Data Steward C,In Review
ACC002665,Data Steward C,In Review
ACC002666,Data Steward B,In Review
ACC002667,Data Steward C,Open
ACC002668,Data Steward C,In Review
ACC002669,Data Steward C,In Review
ACC002670,Data Steward C,In Review
ACC002671,Data Steward A,Open
ACC002672,Data Steward A,Resolved
ACC002673,Data Steward B,Resolved
ACC002674,Data Steward C,Resolved
ACC002675,Data Steward B,Resolved
ACC002676,Data Steward A,Open
ACC002677,Data Steward B,Open
ACC002678,Data Steward C,Open
ACC002679,Data Steward A,In Review
ACC002680,Data Steward C,In Review
ACC002681,Data Steward C,Resolved
ACC002682,Data Steward C,In Review
ACC002683,Data Steward C,Open
ACC002684,Data Steward A,Open
ACC002685,Data Steward C,In Review
ACC002686,Data Steward C,Resolved
ACC002687,Data Steward A,Resolved
ACC002688,Data Steward C,Open
ACC002689,Data Steward B,In Review
ACC002690,Data Steward B,Resolved
ACC002691,Data Steward A,In Review
ACC002692,Data Steward B,Resolved
ACC002693,Data Steward A,Open
ACC002694,Data Steward A,Open
ACC002695,Data Steward A,Open
ACC002696,Data Steward B,In Review
ACC002697,Data Steward A,Resolved
ACC002698,Data Steward A,Open
ACC002699,Data Steward A,In Review
ACC002700,Data Steward C,In Review
ACC002701,Data Steward C,Open
ACC002702,Data Steward C,Open
ACC002703,Data Steward C,Resolved
ACC002704,Data Steward C,Open
ACC002705,Data Steward B,In Review
ACC002706,Data Steward B,In Review
ACC002707,Data Steward A,Open
ACC002708,Data Steward B,Resolved
ACC002709,Data Steward C,Open
ACC002710,Data Steward C,In Review
ACC002711,Data Steward C,Open
ACC002712,Data Steward C,Resolved
ACC002713,Data Steward A,In Review
ACC002714,Data Steward C,Resolved
ACC002715,Data Steward B,Resolved
ACC002716,Data Steward B,In Review
ACC002717,Data Steward C,In Review
ACC002718,Data Steward A,In Review
ACC002719,Data Steward C,Resolved
ACC002720,Data Steward A,Resolved
ACC002721,Data Steward B,Resolved
ACC002722,Data Steward B,Resolved
ACC002723,Data Steward C,In Review
ACC002724,Data Steward A,Resolved
ACC002725,Data Steward B,Resolved
ACC002726,Data Steward C,In Review
ACC002727,Data Steward A,In Review
ACC002728,Data Steward A,In Review
ACC002729,Data Steward C,Resolved
ACC002730,Data Steward B,Resolved
ACC002731,Data Steward C,In Review
ACC002732,Data Steward B,Open
ACC002733,Data Steward B,In Review
ACC002734,Data Steward C,Open
ACC002735,Data Steward A,Open
ACC002736,Data Steward C,Open
ACC002737,Data Steward C,Resolved
ACC002738,Data Steward A,Open
ACC002739,Data Steward A,In Review
ACC002740,Data Steward C,Resolved
ACC002741,Data Steward A,In Review
ACC002742,Data Steward B,Resolved
ACC002743,Data Steward B,In Review
ACC002744,Data Steward B,Open
ACC002745,Data Steward C,Resolved
ACC002746,Data Steward C,Open
ACC002747,Data Steward C,Open
ACC002748,Data Steward B,In Review
ACC002749,Data Steward A,Open
ACC002750,Data Steward C,Open
ACC002751,Data Steward B,In Review
ACC002752,Data Steward C,Resolved
ACC002753,Data Steward B,Open
ACC002754,Data Steward A,Open
ACC002755,Data Steward A,Open
ACC002756,Data Steward C,In Review
ACC002757,Data Steward B,In Review
ACC002758,Data Steward B,Open
ACC002759,Data Steward A,Resolved
ACC002760,Data Steward B,Resolved
ACC002761,Data Steward A,In Review
ACC002762,Data Steward B,Resolved
ACC002763,Data Steward B,Resolved
ACC002764,Data Steward C,Resolved
ACC002765,Data Steward A,Open
ACC002766,Data Steward B,Resolved
ACC002767,Data Steward A,Open
ACC002768,Data Steward C,Resolved
ACC002769,Data Steward B,Resolved
ACC002770,Data Steward A,Resolved
ACC002771,Data Steward B,In Review
ACC002772,Data Steward B,Open
ACC002773,Data Steward C,In Review
ACC002774,Data Steward B,Resolved
ACC002775,Data Steward C,In Review
ACC002776,Data Steward B,Open
ACC002777,Data Steward A,Open
ACC002778,Data Steward A,Open
ACC002779,Data Steward C,Open
ACC002780,Data Steward B,Open
ACC002781,Data Steward A,Open
ACC002782,Data Steward B,Open
ACC002783,Data Steward A,Open
ACC002784,Data Steward C,Open
ACC002785,Data Steward C,In Review
ACC002786,Data Steward B,In Review
ACC002787,Data Steward C,Open
ACC002788,Data Steward B,Resolved
ACC002789,Data Steward C,Resolved
ACC002790,Data Steward B,In Review
ACC002791,Data Steward B,Open
ACC002792,Data Steward B,In Review
ACC002793,Data Steward C,In Review
ACC002794,Data Steward A,In Review
ACC002795,Data Steward B,In Review
ACC002796,Data Steward A,In Review
ACC002797,Data Steward A,In Review
ACC002798,Data Steward A,In Review
ACC002799,Data Steward B,Open
ACC002800,Data Steward B,In Review
ACC002801,Data Steward A,In Review
ACC002802,Data Steward C,Open
ACC002803,Data Steward A,Resolved
ACC002804,Data Steward A,Open
ACC002805,Data Steward B,In Review
ACC002806,Data Steward C,Open
ACC002807,Data Steward C,Open
ACC002808,Data Steward A,Resolved
ACC002809,Data Steward A,In Review
ACC002810,Data Steward B,In Review
ACC002811,Data Steward B,In Review
ACC002812,Data Steward B,Resolved
ACC002813,Data Steward C,Resolved
ACC002814,Data Steward B,In Review
ACC002815,Data Steward B,Open
ACC002816,Data Steward B,In Review
ACC002817,Data Steward B,Open
ACC002818,Data Steward A,Resolved
ACC002819,Data Steward B,In Review
ACC002820,Data Steward B,Open
ACC002821,Data Steward A,Resolved
ACC002822,Data Steward C,In Review
ACC002823,Data Steward C,Open
ACC002824,Data Steward A,In Review
ACC002825,Data Steward B,Resolved
ACC002826,Data Steward C,Resolved
ACC002827,Data Steward A,Open
ACC002828,Data Steward A,In Review
ACC002829,Data Steward C,Resolved
ACC002830,Data Steward A,Resolved
ACC002831,Data Steward C,Resolved
ACC002832,Data Steward A,Open
ACC002833,Data Steward A,Open
ACC002834,Data Steward A,Resolved
ACC002835,Data Steward A,Open
ACC002836,Data Steward C,Open
ACC002837,Data Steward A,Resolved
ACC002838,Data Steward A,Resolved
ACC002839,Data Steward B,Open
ACC002840,Data Steward A,Resolved
ACC002841,Data Steward B,Resolved
ACC002842,Data Steward B,Open
ACC002843,Data Steward B,In Review
ACC002844,Data Steward A,Open
ACC002845,Data Steward A,Resolved
ACC002846,Data Steward B,Open
ACC002847,Data Steward C,In Review
ACC002848,Data Steward C,Open
ACC002849,Data Steward A,Resolved
ACC002850,Data Steward A,Resolved
ACC002851,Data Steward B,Open
ACC002852,Data Steward C,In Review
ACC002853,Data Steward C,In Review
ACC002854,Data Steward C,Resolved
ACC002855,Data Steward B,Open
ACC002856,Data Steward C,Resolved
ACC002857,Data Steward B,Open
ACC002858,Data Steward C,Resolved
ACC002859,Data Steward B,Resolved
ACC002860,Data Steward A,In Review
ACC002861,Data Steward B,Open
ACC002862,Data Steward B,Resolved
ACC002863,Data Steward C,Open
ACC002864,Data Steward B,Open
ACC002865,Data Steward A,In Review
ACC002866,Data Steward B,Open
ACC002867,Data Steward C,In Review
ACC002868,Data Steward C,Resolved
ACC002869,Data Steward A,Resolved
ACC002870,Data Steward C,Resolved
ACC002871,Data Steward C,Open
ACC002872,Data Steward A,Open
ACC002873,Data Steward C,Open
ACC002874,Data Steward A,Open
ACC002875,Data Steward C,Resolved
ACC002876,Data Steward C,Resolved
ACC002877,Data Steward B,Resolved
ACC002878,Data Steward B,In Review
ACC002879,Data Steward C,Open
ACC002880,Data Steward C,Resolved
ACC002881,Data Steward B,Open
ACC002882,Data Steward B,Open
ACC002883,Data Steward B,In Review
ACC002884,Data Steward C,In Review
ACC002885,Data Steward B,Open
ACC002886,Data Steward C,In Review
ACC002887,Data Steward A,Open
ACC002888,Data Steward A,Resolved
ACC002889,Data Steward A,Open
ACC002890,Data Steward A,Resolved
ACC002891,Data Steward A,Open
ACC002892,Data Steward A,Resolved
ACC002893,Data Steward B,In Review
ACC002894,Data Steward C,In Review
ACC002895,Data Steward B,In Review
ACC002896,Data Steward C,Resolved
ACC002897,Data Steward A,Resolved
ACC002898,Data Steward C,In Review
ACC002899,Data Steward A,Resolved
ACC002900,Data Steward A,Open
ACC002901,Data Steward B,In Review
ACC002902,Data Steward B,Resolved
ACC002903,Data Steward B,Resolved
ACC002904,Data Steward C,In Review
ACC002905,Data Steward A,Open
ACC002906,Data Steward C,Resolved
ACC002907,Data Steward A,Resolved
ACC002908,Data Steward B,Open
ACC002909,Data Steward A,Resolved
ACC002910,Data Steward A,Open
ACC002911,Data Steward B,Resolved
ACC002912,Data Steward C,In Review
ACC002913,Data Steward B,Resolved
ACC002914,Data Steward C,Open
ACC002915,Data Steward B,Resolved
ACC002916,Data Steward C,Open
ACC002917,Data Steward B,In Review
ACC002918,Data Steward B,Resolved
ACC002919,Data Steward B,Resolved
ACC002920,Data Steward C,Resolved
ACC002921,Data Steward A,In Review
